english_name,arabic_name,meaning,gender
Mursilah,مرسله,"Mursilah is an Arabic name for girls that means one who sends a messenger, one who gives something to someone for delivery.",female
Muruj,مروج,"Muruj is an Arabic name for boys that means green fields, green pastures.",female
Murvareed,مرفرد,Pearl,female
Murzaqah,مرزاقة,"Murzaqah is an Arabic name for girls that means blessed, fortunate.",female
Murziqah,مرزقة,"Murziqah is an Arabic name for girls that means giver of provision, one who takes care of the needs of people and provides them with food and other necessities.",female
Musabbihah,مسبحة,"Musabbihah is an Arabic name for girls that means one who remembers God often, one who glorifies God often.",female
Musadah,موصدة,"Musadah is an Arabic name for girls that means happy, joyful.",female
Musaddiqa,مصادقة,One who affirms the truth.,female
Musaddiqah,مصدقه,One who affirms the Truth,female
Musafah,مسافه,"Musafah is an Arabic name for girls that means helped, rescued.",female
Marzouq,مرزوق,"Blessed (by God), Fortunate",male
Marzug,مرزوج,blessed by Allah,male
Marzun,مرزون,"Marzun is an Arabic name for boys that means calm, composed, dignified.",male
Marzuq,مرزوق,"Blessed by God, fortunate",male
Marzuqi,مرزوقي,"Marzuqi is an Arabic name for boys that means blessed by God, one who is given provision.",male
Marzuqullah,مرزوقلله,"Marzuqullah is an Arabic name for boys that means blessed by God, one who is given provision by God.",male
Masad,مسعد,"Masad is an Arabic name for boys that means hunting ground, a place where people hunt animals.",male
Masadiq,مصاديق,"Masadiq is an Arabic name for boys that means loyal, faithful, trustworthy.",male
Masajid,مساجد,"Masajid is an Arabic name for boys that means mosques, places of worship. It is the plural of Masjid.",male
Masakin,مساكين,"Masakin is an Arabic name for boys that means residence, habitation.",male
Masari,مصاري,"Masari is an Arabic name for boys that is an attribution to Masar, which means road, path, direction of travel, thus Masari means on the road, belonging to the road.",male
Masarrat,مسارات,"Happiness, delight, joy, (Mussarrat is not correct).",male
Masbat,مثبت,"Masbat is an Arabic name for boys that means place of rest, place of sleep.",male
Masd,مسد,"Masd is an Arabic name for boys that means highland, plateau, a cold area of land that is high above sea level.",male
Masduq,مصدق,Loyal and Trustworthy,male
Maseeh,ماسيه,"One who is blessed with piety from the cradle to the grave. The Messiah (Jesus), a Prophet.",male
Maseeh-uz-zaman,مسيحززما,Masih (Messiah) of the age.,male
Mashael,مشعل,"Light and Radiance.Mashael is an indirect Quranic name for boys that means lights, lanterns, torches, sources of light. Mashael is the plural of Mashal. It is derived from the SH-AIN-L root which is used in verse 4 of Surat Maryam in the Quran.",male
Mashahid,مَشَاهِد,"landscapes, panoramas, spectacles, views",male
Mashal,ماشال,"Lamp, night light.",male
Mashar,ماشر,"Mashar is an Arabic name for boys and girls that means honeycomb cell, the hexagonal cells found inside a honeycomb that contain honey.",male
Mashari,مشاري,"Mashari is an Arabic name for boys that means of or related to a honeycomb cell, it is an attribution to Mashar.",male
Mashariq,مشرق,"Mashariq is an Arabic name for boys that means east, eastern parts, orient. It is the plural of Mashriq.",male
Mashawir,مشاوير,"Mashawir is an Arabic name for boys that means honeycomb cells, it is the plural of Mashar (honeycomb cell), which is one of the cells in a honeycomb that hold honey.",male
Masheedi,مشيد,"Masheedi is an Arabic name for boys that means high in rank and status, great. It is an attribution to Masheed.",male
Masheer,مشير,Advisor,male
Mashhad,مشهد,"Mashhad is an Arabic name for boys that means scene, view, spectacle. It also means gathering, group of people.",male
Mashhood,مشهود,"Witnessed, present, manifest, the day of judgment, the day of Arafah.",male
Mashhoodah,مشهودة,"Attested, proved, evidence, clear, manifest, present.",male
Mashhud,مشهد,"Clear, Manifest, Witnessed",male
Nadiraa,نادرا,"Nadiraa is an Arabic name for girls means rare, unique, peerless. It is a variant of Nadirah.",female
Nadirah,نادره,"Rare, precious",female
Nadiyah,ناديه,"Caller, announcer, announcement",female
Nadiyya,نادية,"Fem. of Nadi, dew, generosity, damp, tender, delicate.",female
Nadjiba,ناضجيبا,assiduous,female
Nadra,نضرة,"Radiance, bloom, glamour, brightness, opulence, wealth, Rare, Unique..",female
Nadrah,نادره,"Nadrah is an Arabic name for girls that means piece of iron, piece of gold. It can also be a variant of Nadirah, meaning rare, unique.",female
Nadriyyah,نظرية,"Nadriyyah is an Arabic name for girls that means like silver ore, like gold ore, figuratively meaning precious.",female
Nadwa,ندوة,"Council, club, generosity.",female
Nadwah,ندوة,"Council, generosity",female
Nadya,نادية,"Variant of Arabic Nadiyya, meaning 'delicate, tender.'",female
Nadyne,نادين,Flower,female
Naeema,نايمة,"Blessing, loan,Living a soft, enjoyable life, Happiness, peaceful, comfort, ease, pleasure, smooth, tender, bliss, fem. of Naim.",female
Naeemaat,نيمات,"Naeemaat is an Arabic name for girls that means bliss, blessings.",female
Naeemah,نايمه,Joyful,female
Nafahat,نفحات,"Nafahat is an Arabic name for girls that means gifts, presents. It also means good scent.",female
Nafasat,نفسة,Refinement,female
Nafay,نفي,One who gets profit.,female
Nafeesa,نفيسة,"Precious thing, gem",female
Nafeesah,نفسه,"Precious, choice, exquisite, delicate, refined, pure.",female
Nafeeza,نافذة,percious one,female
Nafesa,نفسى,Princess,female
Nafia,نافيا,"Profitable, beneficial, advantageous, useful, beneficial, fem. of Nafi.",female
Nafiah,نفيه,Profitable,female
Nafisa,نفيسة,"Refined, pure, precious, delicate, choice, exquisite.",female
Nafisah,نفسه,"Precious thing, gem",female
Nafissa,نفيسة,invaluable,female
Nafizah,نافذه,"Nafizah is an Arabic name for girls that means influential, powerful.",female
Nafla,نافلة,"Surplus, Overabundance",female
Naflah,نافلة,"Surplus, overabundance",female
Mashhur,مشهور,Famous,male
Mashiyat,مشيط,"Mashiyat is an indirect Quranic name for boys and girls that means will power, ability to make choices, will. It is derived from the SH-Y-A root which is used in over 200 places in the Quran.",male
Mashkoor,مشكور,"One who is worthy of thanks, deserving, commendable, The person to whom one is indebted.",male
Mashkur,مشكور,"Thankful, praiseworthy",male
Mashkuri,مشكور,"Mashkuri is an Arabic name for boys that means appreciated, thanked, a person whose acts have gained the gratefulness of others. It is an attribution to Mashkur.",male
Mashooq,مشوق,"Beloved, Sweetheart",male
Mashqur,مشقور,Mashqur is an Arabic name for boys that means blond and fair-skinned.,male
Mashrafi,مشرفي,"Mashrafi is an Arabic name for boys that means refers to a type of sword famed for its craftsmanship and superiority. The word is derived from the SH-R-F root which gives meanings of elevation, greatness, honor.",male
Mashriq,مشرق,"Mashriq is an Arabic name for boys that means the direction of the east, the east, the orient.",male
Mashriqi,مشرقي,"Mashriqi is an Arabic name for boys that means one who belongs to the east, eastern, oriental.",male
Mashruh,مشروح,"Mashruh is an Arabic name for boys that means explained. It also means relaxed, opened, especially referring to a heart that is open to accept something.",male
Mashta,ماشطة,"Mashta is an Arabic name for boys and girls that means wintertime. It also means winter resort, a place where people spend time during the winter.",male
Mashuum,مزحوم,Averted from sin,male
Masik,مسيك,"Masik is an Arabic name for boys that means grasper, holder, figuratively meaning one who follows a religion or ideology. It also means one who uses musk.",male
Masir,مصر,"Destiny, goal.",male
Masiri,مصيري,"Masiri is an Arabic name for boys that means of or related to fate and destiny, being an attribution to Masir (fate, destiny). It is also an attribution to Masirah, which is a region of the Oman Sultanate in the Arabian Peninsula.",male
Masjid,مسجد,"Masjid is an Arabic name for boys that means mosque, place of worship.",male
Maskun,مسكون,"Maskun is an Arabic name for boys that means inhabited, occupied, lived in.",male
Masood,مسعود,"Prosperous, happy, dutiful, fortunate, lucky.",male
Masoodan,مسودا,Masudan is an an Arabic name for boys that means one selected by a group of people to be their chief and leader.,male
Masoom,معصوم,"Innocent, sinless, infallible, protected.",male
Masoud,مسعود,"Happy, lucky",male
Masroor,مسرور,"Happy person, joyfull",male
Masruq,مسروق,Masruqمسروق,male
Masrur,مسرور,"Happy, glad, joyful",male
Massoud,مسعود,"Fortunate, prosperous, happy, sahabi",male
Mastoor,مستور,"Mastoor is an Arabic name for boys and girls that means hidden, covered, figuratively meaning modest. If Mastoor it is spelled in Arabic, the meaning would recorded, written. Both spellings are directly used in the Quran.",male
Mastoori,مستور,"Mastoori is an Arabic name for boys and girls that means hidden, covered.",male
Mastur,ماستر,"Close, Hidden",male
Masud,مسود,"Fortunate, happy, lucky",male
Makan,مكان,Makan is an Arabic name for boys that means place. It is used 28 times in the Quran.,male
Makeen,ماكين,"Strong, Firm",male
Makhdoom,مخدوم,"One who is held in reverence and served by others, lord, master.",male
Makhluf,مخلوف,Replaced,male
Makin,ماكين,"Strong, firm, well founded",male
Makki,مكي,Pertaining to Makkah,male
Maknoonah,مكنونه,"Hidden, concealed.",male
Makram,مكرم,"Noble trait, excellent quality.",male
Makramullah,مكرملله,"Makramullah is an Arabic name for boys that means one who honors God, one who respects God.",male
Makrimi,مكرمي,"Makrimi is an Arabic name for boys that means honor, generosity, good-doing. It is an attribution to Makramah.",male
Makrur,مكرر,"Makrur is an Arabic name for boys that means repeating, recurring.",male
Maktub,مكتوب,"Maktub is an Arabic name for boys that means written, recorded, decreed.",male
Malak,ملاك,angel,male
Malang,مالنج,Mystic.,male
Maleed,مالذ,"Maleed is an Arabic name for boys that means gentle, soft.",male
Maleeh,ماليه,Beautiful and Radiant,male
Maleek,ماليك,"Reigning, ruling.",male
Maleekan,ماليكا,"Maleekan is an Arabic name for boys that means kings, masters. It is the plural of Maleek.",male
Malih,ماليه,"Handsome, A reciter of Quran was so called",male
Maliih,ماليه,"Beautiful, Cute, Handsome",male
Maliki,مالكي,Follower of Imam Malik,male
Malmus,ملموس,"Malmus is an Arabic name for boys that means within reach, touchable.",male
Maloof,مالوف,"Familiar, Beloved",male
Maloof-uddin,ملفوظن,"Lover of the religion (Islam), Maloof (Beloved), al (the), Din (Religion)",male
Malooful-islam,مالوفلسلم,"Lover of Islam, Maloof (Beloved), al (the), Islam",male
Malouf,مالوف,"Love, Loving and Beloved",male
Maluf,ملف,"Familiar, popular.",male
Maluum,معلوم,"Known, Certain",male
Malyar,مليار,Gardener.,male
Mamdooh,ممدوح,"Praised, celebrated, famous, commended, laudable.",male
Nageen,ناجين,Precious stone,female
Nageena,نجينا,Precious stone,female
Nageenah,ناجينة,Precious Stone,female
Nagenah,نجنة,Precious Stone.,female
Nagheen,ناجحين,Pearl,female
Naghma,نغمة,"Melody, song.",female
Naghmah,نغمه,"Melody, Song, Sweet voice",female
Naghmat,نغمة,"Naghmat is an Arabic name for girls that means tune, melody.",female
Nagina,نجينا,Diamond,female
Nagla,نجلا,Wide Eyed,female
Nagma,نجمة,Tune,female
Nagwa,نجوى,Intimate conversation,female
Nahad,ناهد,"Nahad is an Arabic name for boys and girls that means honorable, strong, mighty.",female
Nahal,نهال,Small Plant,female
Nahala,نهلة,"Nahala is a Persian name for girls that means young tree, sapling.",female
Nahar,نهار,"Nahar is an Arabic name for boys and girls that means daytime, day. It is used 57 times in the Quran.",female
Naheed,نحيد,"Honorable ,Venus (name of a planet), Help",female
Naheeda,نهضة,"Big, Beautiful",female
Nahid,ناهد,Generosity,female
Nahida,نهضة,"Elevated, delightful, Fem. of Nahid.",female
Nahidah,نهضة,Big,female
Nahiya,ناحية,"One who advises, adviser.",female
Nahiza,نحظى,"Elevated, deligent.",female
Nahizah,ناهزة,"Nahizah is an Arabic name for girls that means elevated, high, lofty. It also means established, proven. It also means active, diligent, energetic.",female
